title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
north to wolf country : [my life among the creatures of alaska],"james w brooks packed several lifetimes of adventure into his sixty-five years in alaska -- working as a fisherman, trapper, musher, miner, wartime flyer, bush pilot, and whale biologist in a beautifully written memoir, brooks tells of being drawn to the north, where he lived off the land in the final years of the territory of alaska later, he served as commissioner of fish and game under two governors literally, brooks lived and worked among the creatures of alaska, from the walrus and seal habitats of the bering sea to the commercial fisheries in the panhandle, and from the vast waterfowl nesting grounds of the southwest river deltas to the harsh arctic home of the polar bear brooks balanced politics and science in dealing with battles over wildlife management including controversial aerial wolf hunting intended to conserve moose populations that feed many two-legged creatures of alaska","hobo days -- growing up in detroit -- alaska boy -- desperate move -- high-liner -- gandy dancer and grease monkey -- idea comes to life -- into the wilderness -- bush wwinter-- fairbanks -- army pilot -- romance and other adventures -- eskimo way -- medicine man -- flying with the birds -- with the walrus hunters -- walrus islands -- whale-catcher -- hunt -- dynamite -- roar of the lions -- 49th star -- i become a bureaucrat -- thin ice -- tightrope walking -- zone -- bad wolf, good wolf -- home","['wildlife managers', 'wildlife management']",['bear hunting'],s,"{'wildlife managers': 5, 'wildlife management': 4}"
advances in arid horticulture,contributed articles,v 1 present status -- v 2 production technology of arid and semiarid fruits,['horticulture'],"['arid regions agriculture', 'fruit-culture', 'food crops', 'crops and climate']",s,{'horticulture': 37}
"strategic innovations for improving pastoral livelihoods in the hindu kush-himalayan highlands : proceedings of an international workshop held in lhasa, tibet autonomous region, people's republic of china, may 12-19, 2002",papers presented at the workshop,1 workshop proceedings -- 2 technical papers,"['rangelands', 'rangelands', 'pastoral systems', 'pastoral systems']","['agricultural development projects', 'rural development']",s,"{'rangelands': 62, 'pastoral systems': 11}"
sustainable management of tropical forests in central africa : in search of excellence,"to highlight numerous efforts undertaken in forest management, fao launched an initiative entitled ""in search of excellence"" to identify and document successful examples of sustainable management this book contains analyses in the form of 14 case studies the management practices identified demonstrate the evolution of the forest sector in central africa","timber production: lokoundjé-nyong, cameroon -- haut-abanga, gabon -- ngotto, central african republic -- pokola-kabo-loundoungou, republic of the congo planted forests and agroforests: magara-gashikanwa plantation, burundi -- cocoa agroforestry systems, cameroon protected areas: kibira national park, burundi -- luba crater scientific reserve, equatorial guinea -- lossi gorilla sanctuary, republic of the congo community forests: camp-ma'an, cameroon -- kilum-ijim, cameroon -- trinationale agroforestry cooperative community forest, cameroon -- moangue le bosquet, cameroon -- mogroum forest pilot series, chad brief descriptions: so'o lala forest reserve, cameroon -- ndote, equatorial guinea -- eucalyptus du congo -- kilibula plantation, democratic republic of the congo -- ruhande arboretum, rwanda -- patte d'oie forest reserve, republic of the congo -- codevir, cameroon -- ngola and achip, cameroon -- nzienga-mileme, cameroon -- meme river forest reserve, cameroon",['forests and forestry'],"['rain forest conservation', 'sustainable forestry', 'forest conservation']",s,{'forests and forestry': 7}
"management, co-management, or no management? : major dilemmas in southern african freshwater fisheries","vol 1 synthesizes the findings of ten case studies published in v 2 the case studies have been conducted in five medium-sized lakes in the democratic republic of the congo, malawi, zambia and zimbabwe the synthesis focuses on three features relevant for the sadc region: how has fishing effort developed in these lakes over the last 50 years? what causes changes in fishing effort? how do fishing effort and environmental factors compare in their effects on the regeneration of fish stocks?",[v] 1 synthesis report -- [v] 2 case studies,['fisheries'],"['fishery management', 'fishery management, international']",s,{'fisheries': 8}
assessing quality and safety of animal feeds,"this publication provides information on the impact of animal feeds on food quality, food safety, and the environment, and thus improves the basis for managing such risks the book brings together in printed form six reviews from the fao electronic journal agrippa (available online)",modern techniques for feed analysis / i mueller-harvey -- variability in feed composition and its impact on animal production / g gizzi and di givens -- recent advances in in vitro gas method for evaluation of nutritional quality of feed resources / harinder ps makkar -- microbiology of animal feeds / jpf d'mello -- contaminants and toxins in animal feeds / jpf d'mello -- antibiotic growth-promoters in food animals / peter hughes and john heritage,"['feeds', 'feeds']","['animal nutrition', 'feed additives', 'amino acids in animal nutrition']",s,{'feeds': 245}
tongass land management plan revision [electronic resource] : final supplemental environmental impact statement,"contains the record of decision (rod) and the final supplemental environmental impact statement (seis) on roadless area evaluation for wilderness recommendations - tongass national forest, alaska also contains a complete roadless area inventory map and a current land use designtaion (lud) map in addition, contains a series of individual roadless area maps","v 1 final seis ; appendices a, b, d, e -- v 2 appendix c pt 1, roadless area evaluation -- v 3 appendix c pt 2, roadless area evaluation -- v 4 appendix f comment and responses -- maps -- record of decision","['forest management', 'forest policy']","['public lands', 'land use, rural']",s,"{'forest management': 14, 'forest policy': 18}"
what does a veterinarian do?,"simple text and photographs describe the various things that veterinarians do, how they do it, and tips on becoming a veterinarian",words to know -- at the vet's office -- what is a vet? -- do you want to be a vet? -- where do vets work? -- the vet's tools -- many types of animals -- different vets -- a nighttime visit -- a hero -- talk to a vet,"['veterinarians', 'veterinary medicine']","['veterinarians', 'veterinary medicine', 'veterinary anatomy']",s,"{'veterinarians': 1, 'veterinary medicine': 2}"
sled dogs,"discusses the history, breeds, and training of sled dogs and sled dog racing","only one hope -- a race against time -- everyday heroes -- go, dog, go -- no ordinary mutt -- work and play -- best of the best -- honoring heroes -- enough is enough -- losing a leader -- the comeback -- more than a sport -- just the facts -- common breeds: sled dogs -- glossary -- bibliography -- read more -- learn more online -- index -- about the author",['sled dogs'],"['sled dog racing', 'sled dogs']",s,{'sled dogs': 2}
my ccc days : memories of the civilian conservation corps,"""this book details the experiences of 18-year-old frank davis, a native of mebane, north carolina, who joined civilian conservation corps davis was assigned to work in the mountains of western north carolina building trails""--provided by publisher",joining up -- my journey there -- work in the ccc camp -- the new power shovel -- a change of duty -- returning to camp after leave time -- the schoolhouse -- my first dance -- life in the barracks -- life with the animals -- the tree climbers -- dangers abounded -- upsetting times -- food for thought -- making music -- feeling at home -- mechanic memories -- a night on the town -- in closing,['civilian conservation corps (us)'],"['civilian conservation corps (us)', 'forest firefighters']",s,{'civilian conservation corps (us)': 1}
johnny appleseed,"explores the background, accomplishments, and stories of american folk hero johnny appleseed",a pioneer planter -- john chapman -- john's adventures out west -- going farther west -- the legend of johnny appleseed lives on -- chronology -- timeline in history -- find out more: books -- works consulted -- on the internet -- glossary -- index,"['apple growers', 'frontier and pioneer life']","['frontier and pioneer life', 'field crops', 'african american agriculturists']",s,"{'apple growers': 8, 'frontier and pioneer life': 1}"
"cesar's way : the natural, everyday guide to understanding and correcting common dog problems","learn what goes on inside your dog's mind and develop a positive, fulfilling relationship with your best friend ""dog whisperer"" cesar millan is america's most sought-after dog-behavior expert, but he is not a trainer in the traditional sense--his expertise lies in his ability to comprehend dog psychology tracing his own journey from a clay-walled farm in mexico to the celebrity palaces of los angeles, cesar recounts how he learned what makes dogs tick here, he shares this wisdom cesar's formula for a contented and balanced dog seems impossibly simple: exercise, discipline, and affection, in that order whether you're having issues with your dog or just want to make a good bond even stronger, this book will give you a deeper appreciation of how your dog sees the world, and it will help make your relationship with your beloved pet a richer and more rewarding one--from publisher description","prologue a dog's life -- 1 growing up with dogs : a view from the other side of the border -- 2 if we could talk to the animals : the language of energy -- 3 dog psychology : no couch required -- 4 power of the pack -- 5 issues : how we screw up our dogs -- 6 dogs in the red zone : dangerous aggression -- 7 cesar's fulfillment formula for a balanced and healthy dog -- 8 ""can't we all just get along?"" : simple tips for living happily with your dog -- 9 fulfilling our dogs, fulfilling ourselves -- cesar's glossary of terms -- recommendations for further reading -- cesar recommends : organizations to turn to","['dogs', 'dogs', 'human-animal communication']","['dog trainers', 'animal training', 'dog owners']",s,"{'dogs': 31, 'human-animal communication': 8}"
