title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
randolph j caldecott and the story of the caldecott medal,"a biography of the nineteenth-century english illustrator of children's books, for whom the caldecott medal is named",a fiery start -- banking on a dream -- city lights -- the old woodpecker -- a new career -- a quiet life -- the caldecott medal,"['illustrators', ""illustrated children's books"", 'illustration of books', 'caldecott medal', 'caldecott medal']","['caldecott medal', 'books in art']",n,"{'illustrators': 182, ""illustrated children's books"": 9, 'illustration of books': 31, 'caldecott medal': 1}"
"vincent van gogh, the troubled artist","introduces the life of vincent van gogh, a dutch artist whose paintings had become the most famous and valuable on earth by the end of the twentieth century",sale of the century -- a country childhood -- a future artist? -- leaving home -- love in london -- trouble at work -- searching for a role -- vincent the preacher -- an artist is born -- vincent and theo -- the student artist -- unlucky in love -- a death in the family -- living with theo -- vincent heads south -- the ear incident -- in the asylum -- was vincent insane? -- a tragic death -- the end for theo -- fame at last,['painters'],"['art and society', 'art and popular culture', 'history in art', 'post-impressionism (art)']",n,{'painters': 523}
let's draw a bear with squares,offers simple instructions for using squares to draw a bear,begin your bear -- the head -- color in the bear -- words to know,"['bears in art', 'drawing']","['bears in art', 'figure drawing', 'charcoal drawing']",n,"{'bears in art': 1, 'drawing': 4}"
pablo picasso : master of modern art,"introduces the life and work of artist pablo picasso, who founded the movement known as cubism",guernica -- a spanish childhood -- black-eyed boy -- taste of freedom -- the magic of paris -- bohemian nights -- feeling blue -- struggling to survive -- the rose period -- golden days -- shock of the new -- the end of an era -- a family man -- picasso's legacy,['artists'],"['history, modern, in art', 'cubism', 'history in art']",n,{'artists': 319}
let's draw a frog with ovals,offers simple instructions for using ovals to draw a frog,let's draw a frog -- color your frog -- a frog goes up a tree -- words to know,"['frogs in art', 'ovals in art', 'drawing']","['frogs in art', 'ovals in art']",n,"{'frogs in art': 1, 'ovals in art': 2, 'drawing': 6}"
let's draw a butterfly with circles,offers simple instructions for using circles to draw a butterfly,let's draw a butterfly -- color in your butterfly -- a colorful butterfly,"['butterflies in art', 'circle in art', 'drawing']","['butterflies in art', 'circle in art', 'coloring']",n,"{'butterflies in art': 1, 'circle in art': 2, 'drawing': 4}"
let's draw a turtle with half circles,offers simple instructions for using semicircles to draw a turtle,let's draw a turtle -- color in your turtle -- safe in a shell -- words to know,"['turtles in art', 'circle in art', 'drawing']","['turtles in art', 'circle in art', 'drawing']",n,"{'turtles in art': 1, 'circle in art': 2, 'drawing': 3}"
let's draw a fish with triangles,offers simple instructions for using triangles to draw a fish,the top of your fish -- the tail -- the eye -- words to know,"['fishes in art', 'triangle in art', 'drawing']","['triangle in art', 'fishes in art']",n,"{'fishes in art': 2, 'triangle in art': 1, 'drawing': 7}"
let's draw a frog with ovals = vamos a dibujar una rana usando óvalos,offers simple instructions for using ovals to draw a frog,let's draw a frog -- color your frog -- a frog goes up a tree -- words to know,"['frogs in art', 'ovals in art', 'drawing']","['ovals in art', 'frogs in art', 'circle in art']",n,"{'frogs in art': 2, 'ovals in art': 1, 'drawing': 9}"
let's draw a fish with triangles = vamos a dibujar un pez usando triángulos,offers simple instructions for using triangles to draw a fish,the top of your fish -- the tail -- the eye -- words to know,"['fishes in art', 'triangle in art', 'drawing']","['triangle in art', 'fishes in art', 'drawing, spanish', 'figure drawing']",n,"{'fishes in art': 2, 'triangle in art': 1, 'drawing': 5}"
the tallest building,"explains the purpose, design, construction, and costs of the petronas twin towers in kuala lumpur, malaysia","a soaring symbol -- designing towers to reach the sky -- from the ground up -- stiff, strong, and safe","['office buildings', 'skyscrapers', 'kuala lumpur (malaysia)']","['skyscrapers', 'high-rise apartment buildings']",n,"{'office buildings': 36, 'skyscrapers': 1, 'kuala lumpur (malaysia)': 12}"
don't hold me back : my life and art,"through words and paintings, an artist tells about growing up on a cotton plantation in cuthbert, georgia, serving time in prison for his actions during a civil rights demonstration, and finding a purpose and direction in life","introduction by rosalie and charles baker [tk] -- introduction by jock -- what's wrong with little winfred? -- on mama's cotton sack -- colored folks corner -- playlot -- inside bubba duke and feet's caf, -- doll's head baseball -- burial -- all me -- leather worker -- don't hold me back -- historical note -- futher reading","['african american painters', 'outsider art']",['civil rights movements in art'],n,"{'african american painters': 33, 'outsider art': 155}"
art,"an overview of trends in the visual arts in america, in the context of popular culture, from the twentieth century until today",beginning of the american century -- defining america -- pop into art -- art today -- new words,['art and popular culture'],"['art and popular culture', 'popular culture in art']",n,{'art and popular culture': 1}
how to draw christmas symbols,"provides facts about eight symbols of the christmas season, as well as step-by-step instructions for drawing each one",christmas symbols -- baby jesus -- christmas presents -- the christmas stocking -- santa claus -- angels -- the nutcracker -- christmas wreath -- the christmas tree,"['christmas in art', 'drawing']","['christmas in art', 'holiday decorations in art', 'christian art and symbolism']",n,"{'christmas in art': 1, 'drawing': 26}"
leonardo da vinci,"introduces leonardo da vinci, one of the best-known artists and thinkers of the renaissance, who was one of the first artists in italy to experiment with oil paint and whose sketches include designs for a robot, a bicycle, and a helicopter",renaissance man -- a tuscan childhood -- learning to be an artist -- leonardo's angel -- unfinished business -- the notebooks -- looking for a job -- the great horse -- the last supper -- on the move -- the mysterious mona lisa -- studies in science and the last painting -- a house in france,['artists'],"['art, renaissance', 'painting, renaissance']",n,{'artists': 383}
michelangelo buonarroti,"discusses the life and work of the italian renaissance painter and sculptor, michelangelo buonarroti",artist of the body -- life with a stonecutter -- starting out -- a school for artists -- early success and studies -- michelangelo's pietà -- the giant -- in trouble with the pope -- the sistine chapel -- working with old friends --michelangelo in hiding -- the last judgment -- the last years,['artists'],"['sculpture, renaissance', 'mural painting and decoration, italian', 'sculpture, italian']",n,{'artists': 452}
how to draw south korea's sights and symbols,"presents step-by-step directions for drawing the national flag, a jindo dog, korean buddhist temples, and other sights and symbols of south korea",let's draw south korea -- more about south korea -- the artist chǒng sǒn -- map of south korea -- flag of south korea -- currency of south korea -- the rose of sharon -- the great seal -- the jindo dog -- tae kwon do -- korean ceramics -- hanbok -- korean buddhist temples and pagodas -- gyeongbok palace -- king sejong -- admiral yi sun-sin and his turtle ship -- korean folk village -- the thirty-eighth parallel and the dmz,['drawing'],"['korean american art', 'architecture, korean']",n,{'drawing': 27}
how to draw the philippines's sights and symbols,"presents step-by-step directions for drawing the national flag, a palace, an eagle, and other sights and symbols of philippines",let's draw the philippines -- more about the philippines -- artist juan luna -- map of the philippines -- flag of the philippines -- the peso -- the sampaguita -- the philippine eagle -- the caraboa -- the mayon volcano -- banaue rice terraces -- nipa huts -- magellan's cross -- fort santiago -- paoay church -- malacañang palace -- rizal monument -- leyte landing memorial,['drawing'],"['drawing, spanish', 'mandala in art', 'flags in art']",n,{'drawing': 14}
how to draw india's sights and symbols,"presents step-by-step directions for drawing the flag and national emblem of india, as well as a bengal tiger, the taj mahal, buddha and other sights and symbols of india includes background information on the subject of each drawing",let's draw india -- more about india -- the artist sanjay bhattacharyya -- map of india -- flag of india/currency of india -- india's national emblem -- the lotus -- the royal bengal tiger -- hinduism -- siddhartha gautama -- ellora caves -- the qutb minar -- the taj mahal -- maharaja ranjit singh and the golden temple -- gandhi -- victoria memorial -- saris -- gateway of india,['drawing'],"['hindu painting', 'indian art', 'mural painting and decoration, indic']",n,{'drawing': 45}
